"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state","full_add","lat","long"
"SONS & DAUGHTERS RESTAURANT","708 BUSH ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",12,854,"CA","708 BUSH ST, SAN FRANCISCO, CA, 94108",37.7902305,-122.4091292
"EMPORIO RULLI CAFFE GRAVE","333 STOCKTON ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",6,427,"CA","333 STOCKTON ST, SAN FRANCISCO, CA, 94108",37.7891408333333,-122.406792083333
"TOP OF THE MARK","999 CALIFORNIA ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",400,28466,"CA","999 CALIFORNIA ST, SAN FRANCISCO, CA, 94108",37.79139355,-122.41021889112
"BRGR","790 BUSH ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",6,427,"CA","790 BUSH ST, SAN FRANCISCO, CA, 94108",37.790065877551,-122.410186612245
"NOB HILL RESTAURANT","999 CALIFORNIA ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",6,427,"CA","999 CALIFORNIA ST, SAN FRANCISCO, CA, 94108",37.79139355,-122.41021889112
"BURRITT ROOM","47 STOCKTON ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",6,427,"CA","47 STOCKTON ST, SAN FRANCISCO, CA, 94108",37.7858649838721,-122.406376608687
"LORI'S DINER","501 POWELL ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",50,3559,"CA","501 POWELL ST, SAN FRANCISCO, CA, 94108",37.789335,-122.408722
"BEAN STALK","724 BUSH ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",3,214,"CA","724 BUSH ST, SAN FRANCISCO, CA, 94108",37.7902062,-122.4093108
"ALIMENT","786 BUSH ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",8,570,"CA","786 BUSH ST, SAN FRANCISCO, CA, 94108",37.7900926,-122.4102346
"PIER 23 CAFE","","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",6,427,"CA",", SAN FRANCISCO, CA, 94108",37.7792588,-122.4193286
"TUNA+ BURRITO","28 WAVERLY PL","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",6,427,"CA","28 WAVERLY PL, SAN FRANCISCO, CA, 94108",37.7937168,-122.4066622
"UNCLE VITO'S PIZZADELLI","700 BUSH ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",19,1353,"CA","700 BUSH ST, SAN FRANCISCO, CA, 94108",37.7902511,-122.4089687
"NOB HILL CAFE","1152 TAYLOR ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",50,3559,"CA","1152 TAYLOR ST, SAN FRANCISCO, CA, 94108",37.7931727333333,-122.412670566667
"LAUREL COURT RESTAURANT & BAR","950 MASON ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",45,3203,"CA","950 MASON ST, SAN FRANCISCO, CA, 94108",37.7923753,-122.409760040499
"OGRI INC KEIKO A NOBHILL","1250 JONES ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1250 JONES ST, SAN FRANCISCO, CA, 94109",37.79296775,-122.41431375
"TONGA ROOM","950 MASON ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",30,2135,"CA","950 MASON ST, SAN FRANCISCO, CA, 94108",37.7923753,-122.409760040499
"NAVIN THAI RESTAURANT","1059 POWELL ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",5,356,"CA","1059 POWELL ST, SAN FRANCISCO, CA, 94108",37.7945245,-122.4098296
"VENTICELLO","1257 TAYLOR ST","SAN FRANCISCO",94108,"FULL-SERVICE RESTAURANTS",20,1424,"CA","1257 TAYLOR ST, SAN FRANCISCO, CA, 94108",37.7942156,-122.4131398
"EL SUPER BURRITO","1200 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1200 POLK ST, SAN FRANCISCO, CA, 94109",37.7878865,-122.4200201
"GOLDEN COFFEE SHOP","901 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","901 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7882886,-122.4153113
"MAYES OYSTER HOUSE","1233 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",25,1780,"CA","1233 POLK ST, SAN FRANCISCO, CA, 94109",37.788309,-122.4203983
"SUBWAY","1199 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","1199 SUTTER ST, SAN FRANCISCO, CA, 94109",37.787695,-122.419946
"LA FINA ESTAMPA","1407 BUSH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1407 BUSH ST, SAN FRANCISCO, CA, 94109",37.7885206,-122.4207091
"PAPA JOHN'S PIZZA","969 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA","969 SUTTER ST, SAN FRANCISCO, CA, 94109",37.788144,-122.4162785
"SLIDER'S DINER","1204 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1204 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7878125510204,-122.420336489796
"OLIVOS RESTAURANT","1017 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1017 LARKIN ST, SAN FRANCISCO, CA, 94109",37.78724365,-122.4185222
"CAFE ZITOUNA","1201 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1201 SUTTER ST, SAN FRANCISCO, CA, 94109",37.787656,-122.420253
"COLOMBINI BISTRO","835 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA","835 HYDE ST, SAN FRANCISCO, CA, 94109",37.7885606,-122.4170536
"DOLCE GELATO","916 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","916 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7884563,-122.4155732
"SARATOGA RESTAURANT","1000 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1000 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7871752,-122.4181867
"RED ROBIN GOURMET BURGERS","970 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",80,5694,"CA","970 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7883668,-122.4163023
"HAN'S COFFEE SHOP","900 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","900 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7884876,-122.4154017
"QUETZAL INTERNET CAFE","1234 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1234 POLK ST, SAN FRANCISCO, CA, 94109",37.7883656,-122.420106
"BELLISSIMO PIZZA","920 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",10,712,"CA","920 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7884521,-122.4156131
"MILLER'S REST","1085 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1085 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7879801428571,-122.417717428571
"HANARO","939 GEARY ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","939 GEARY ST, SAN FRANCISCO, CA, 94109",37.78571935,-122.418785874745
"IRVING PIZZA","928 GEARY ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","928 GEARY ST, SAN FRANCISCO, CA, 94109",37.78625075,-122.418693120153
"YAMASHO JAPANESE RESTAURANT","1161 POST ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1161 POST ST, SAN FRANCISCO, CA, 94109",37.78645735,-122.420899274275
"RUSTY'S SOUTHERN","750 ELLIS ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","750 ELLIS ST, SAN FRANCISCO, CA, 94109",37.7842117755102,-122.418565265306
"NAPOLI PIZZA","1045 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1045 POLK ST, SAN FRANCISCO, CA, 94109",37.7865372,-122.4200101
"HOUSE OF THAI","901 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","901 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7862004,-122.4182771
"QUICKLY","709 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","709 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7844434,-122.4179158
"DE AFGHANAN KABOB HOUSE","1035 GEARY ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1035 GEARY ST, SAN FRANCISCO, CA, 94109",37.7857065,-122.4205221
"BRASS KNUCKLE CAFE","749 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","749 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7848297,-122.4179882
"JANE","925 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","925 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7864812,-122.4183401
"IKE'S LOVE & SANDWICHES","901 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","901 POLK ST, SAN FRANCISCO, CA, 94109",37.7851535,-122.419763
"MEL'S DRIVE-IN-VAN NESS AVE","1050 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1050 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7854586,-122.4210781
"PING YANG THAI GRILL & DESSERT","955 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","955 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7869168,-122.4184005
"CHESTNUT DINER","1312 CHESTNUT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA","1312 CHESTNUT ST, SAN FRANCISCO, CA, 94123",37.80239,-122.425253
"VIKING'S GIANT SUBMARINES","1418 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA","1418 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8014018,-122.425058
"AATO","1449 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1449 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8009712,-122.4254695
"CAFE LE","2895 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","2895 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.8021912483664,-122.424924204199
"ATAMI SUSHI BAR & GRILL","1662 LOMBARD ST # A","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",4,285,"CA","1662 LOMBARD ST # A, SAN FRANCISCO, CA, 94123",37.8009488,-122.4289078
"KUI SHIN BO-LOMBARD STREET","1424 LOMBARD ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1424 LOMBARD ST, SAN FRANCISCO, CA, 94123",37.8013811,-122.4251735
"FIRST CUP","2911 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","2911 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.8025016632653,-122.424585693878
"BUENA VISTA CAFE","2765 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",50,3559,"CA","2765 HYDE ST, SAN FRANCISCO, CA, 94109",37.8062822244898,-122.420588734694
"CIOPPINO'S","400 JEFFERSON ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",9,641,"CA","400 JEFFERSON ST, SAN FRANCISCO, CA, 94109",37.80801525,-122.4193323
"CAPURRO'S RESTAURANT & BAR","498 JEFFERSON ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",18,1281,"CA","498 JEFFERSON ST, SAN FRANCISCO, CA, 94109",37.8078117,-122.420241703987
"JOANIE'S HAPPY DAYS DINER","1329 COLUMBUS AVE","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",3,214,"CA","1329 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",37.8064138,-122.419382526897
"LORI'S DINER GHIRARDELLI SQR","900 N POINT ST # J101","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA","900 N POINT ST # J101, SAN FRANCISCO, CA, 94109",37.8061057,-122.4223354
"BLUE MERMAID","471 JEFFERSON ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",60,4270,"CA","471 JEFFERSON ST, SAN FRANCISCO, CA, 94109",37.8075532,-122.4200281
"RESTAURANT GARY DANKO","800 N POINT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","800 N POINT ST, SAN FRANCISCO, CA, 94109",37.8058128,-122.4205641
"LATIN GRILL EXPRESS","993 N POINT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","993 N POINT ST, SAN FRANCISCO, CA, 94109",37.8052354693878,-122.423402897959
"GRANDEHO'S KAMEKYO II-SF","2721 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA","2721 HYDE ST, SAN FRANCISCO, CA, 94109",37.8061543,-122.4206293
"PUB BBQ AT GHIRADELLI SQUARE","851 BEACH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",19,1353,"CA","851 BEACH ST, SAN FRANCISCO, CA, 94109",37.8061975,-122.4230705
"GARY DANKO","800 N POINT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",30,2135,"CA","800 N POINT ST, SAN FRANCISCO, CA, 94109",37.8058128,-122.4205641
"VNO PATSON CANNERY","2801 LEAVENWORTH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","2801 LEAVENWORTH ST, SAN FRANCISCO, CA, 94133",37.8072049,-122.4191778
"WAXMAN'S SAN FRANCISCO RSTRNT","900 N POINT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","900 N POINT ST, SAN FRANCISCO, CA, 94109",37.8057631,-122.422294
"JAPANESE AMERICAN CITIZENS LG","1135 FRANCISCO ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1135 FRANCISCO ST, SAN FRANCISCO, CA, 94109",37.80306565,-122.424043781199
"ZARZUELA","1356 FILBERT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",10,712,"CA","1356 FILBERT ST, SAN FRANCISCO, CA, 94109",37.79998675,-122.421804851553
"CURBSIDE CAFE","2417 CALIFORNIA ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",10,712,"CA","2417 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",37.788777244898,-122.434195612245
"ELITE CAFE","2049 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",36,2562,"CA","2049 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.7885994,-122.4339476
"GROVE FILLMORE","2016 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",20,1424,"CA","2016 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.7882036666667,-122.433593
"TACOBAR","2401 CALIFORNIA ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",14,997,"CA","2401 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",37.788805,-122.433977
"OCTAVIA","1701 OCTAVIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",180,12810,"CA","1701 OCTAVIA ST, SAN FRANCISCO, CA, 94109",37.7879461,-122.427042
"BUN MEE","2015 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",15,1068,"CA","2015 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.78814765,-122.4339526
"JAPANESE COMMUNITY YOUTH CNCL","2012 PINE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",30,2135,"CA","2012 PINE ST, SAN FRANCISCO, CA, 94115",37.7886419,-122.4292622
"CAFE MAJESTIC","1500 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",10,712,"CA","1500 SUTTER ST, SAN FRANCISCO, CA, 94109",37.78725285,-122.425433038656
"ROAM ARTISAN BURGERS","1923 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",20,1424,"CA","1923 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.7876482,-122.4339429
"PIZZA INFERNO RESTAURANT & BAR","1800 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",7,499,"CA","1800 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.7862502,-122.4331998
"KISS SEA FOOD JAPANESE RSTRNT","1700 LAGUNA ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",2,143,"CA","1700 LAGUNA ST, SAN FRANCISCO, CA, 94115",37.7868708,-122.428257
"FLORIO RESTAURANT","1915 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",25,1780,"CA","1915 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.7875133,-122.4337748
"UPTOWN JOE'S","1500 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",28,1993,"CA","1500 SUTTER ST, SAN FRANCISCO, CA, 94109",37.78725285,-122.425433038656
"SPQR","1911 FILLMORE ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",6,427,"CA","1911 FILLMORE ST, SAN FRANCISCO, CA, 94115",37.7873439,-122.4336925
"OTD","2232 BUSH ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",12,854,"CA","2232 BUSH ST, SAN FRANCISCO, CA, 94115",37.7871404,-122.434113354849
"NOIR WINE BAR & BISTRO","1880 STEINER ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",6,427,"CA","1880 STEINER ST, SAN FRANCISCO, CA, 94115",37.7865750816327,-122.434953469388
"CAFE MUMS","1800 SUTTER ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",9,641,"CA","1800 SUTTER ST, SAN FRANCISCO, CA, 94115",37.786557,-122.4301964
"PANCHO'S SALSA BAR & GRILL","1639 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",11,783,"CA","1639 POLK ST, SAN FRANCISCO, CA, 94109",37.7920014,-122.42115
"CORDON BLEU VIETNAMESE RSTRNT","1574 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","1574 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7907893,-122.4202355
"GOLDEN HORSE RESTAURANT","1060 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA","1060 HYDE ST, SAN FRANCISCO, CA, 94109",37.7908179,-122.4172452
"GRUBSTAKE RESTAURANT","1525 PINE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","1525 PINE ST, SAN FRANCISCO, CA, 94109",37.7893751,-122.420855834399
"PICCADILLY FISH & CHIPS","1348 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1348 POLK ST, SAN FRANCISCO, CA, 94109",37.7894572,-122.4203355
"SWAN OYSTER DEPOT","1517 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","1517 POLK ST, SAN FRANCISCO, CA, 94109",37.7909693,-122.4209185
"VICTORS PIZZERIA-ITALIAN","1411 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",7,499,"CA","1411 POLK ST, SAN FRANCISCO, CA, 94109",37.7898626,-122.4206981
"NEW VILLAGE CAFE","1426 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","1426 POLK ST, SAN FRANCISCO, CA, 94109",37.7900332,-122.42045
"DARBAR PAKISTANI INDIAN CSN","1412 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","1412 POLK ST, SAN FRANCISCO, CA, 94109",37.78991835,-122.420346919144
"PHO VIETNAM","1406 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA","1406 POLK ST, SAN FRANCISCO, CA, 94109",37.7898287,-122.4204279
"TI PIACERA","1507 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",9,641,"CA","1507 POLK ST, SAN FRANCISCO, CA, 94109",37.7907793,-122.420879
"THAI THAI 2","1400 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA","1400 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7911209,-122.4176119
"TOAST SF","1601 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA","1601 POLK ST, SAN FRANCISCO, CA, 94109",37.7916079,-122.4210652
"H2O CAFE","1330 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","1330 POLK ST, SAN FRANCISCO, CA, 94109",37.7892577,-122.420291
"CONTRABAND COFFEE","1415 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1415 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7910697,-122.4192372
"TOAST EATERY","1601 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1601 POLK ST, SAN FRANCISCO, CA, 94109",37.7916079,-122.4210652
"AICHA","1303 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA","1303 POLK ST, SAN FRANCISCO, CA, 94109",37.7888701,-122.4204876
"DUNYA WINE BAR & RESTAURANT","1609 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",9,641,"CA","1609 POLK ST, SAN FRANCISCO, CA, 94109",37.7917368,-122.4210735
"DUNYA","1609 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",9,641,"CA","1609 POLK ST, SAN FRANCISCO, CA, 94109",37.7917368,-122.4210735
"KASA INDIAN EATERY","1356 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1356 POLK ST, SAN FRANCISCO, CA, 94109",37.7895295,-122.4203422
"ELAREF & ALWAJIH PIZZA INC","1534 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1534 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7908379,-122.4197083
"LUISA'S PIZZA & PASTA","1550 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","1550 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7908191,-122.4199545
"SHALIMAAR OF POLK INC","1409 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1409 POLK ST, SAN FRANCISCO, CA, 94109",37.7897985,-122.4207014
"CHAI YO AUTHENTIC THAI CUISINE","1331 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1331 POLK ST, SAN FRANCISCO, CA, 94109",37.7892432,-122.420564
"LEHR'S GREENHOUSE RESTAURANT","740 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","740 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7887641020408,-122.412889102041
"FRESCO PIZZA","1338 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA","1338 POLK ST, SAN FRANCISCO, CA, 94109",37.7893808,-122.420327
"MUSTASAIOS","1116 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1116 POLK ST, SAN FRANCISCO, CA, 94109",37.7874530408163,-122.419949673469
"HARPER & RYE","1695 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1695 POLK ST, SAN FRANCISCO, CA, 94109",37.7922403,-122.421214
"SPINNERIE","1401 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1401 POLK ST, SAN FRANCISCO, CA, 94109",37.7897377,-122.420689
"SAMMY'S CAFE","1416 BUSH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1416 BUSH ST, SAN FRANCISCO, CA, 94109",37.7887695,-122.4206788
"CO NAM","1653 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1653 POLK ST, SAN FRANCISCO, CA, 94109",37.7921616,-122.4211876
"RANGOON RUBY","1608 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1608 POLK ST, SAN FRANCISCO, CA, 94109",37.7916997,-122.4207897
"BEN THAI CAFE","1331 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1331 POLK ST, SAN FRANCISCO, CA, 94109",37.7892432,-122.420564
"DIJON BURGER","1428 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1428 POLK ST, SAN FRANCISCO, CA, 94109",37.7900887,-122.4204605
"BLACK POINT CAFE","882 N POINT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","882 N POINT ST, SAN FRANCISCO, CA, 94109",37.805359,-122.422182
"NOBHILL PIZZA","1534 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1534 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7908379,-122.4197083
"NOURISH CAFE","1030 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1030 HYDE ST, SAN FRANCISCO, CA, 94109",37.7905008,-122.417087297703
"GYRO SNOB","726 POST ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","726 POST ST, SAN FRANCISCO, CA, 94109",37.7876806326531,-122.413877918367
"FARMER GIRL SALAD","726 POST ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","726 POST ST, SAN FRANCISCO, CA, 94109",37.7876806326531,-122.413877918367
"EL MOLCAJETE SAUCES","1494 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,NA,"CA","1494 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7910071,-122.418876747414
"ACQUERELLO","1722 SACRAMENTO ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA","1722 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",37.7916954,-122.421525170567
"BAMBOO","1441 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1441 POLK ST, SAN FRANCISCO, CA, 94109",37.790085,-122.4207643
